sample_name	ampicillin_RIS	gentamicin_RIS	linezolid_RIS	quinupristin_dalfopristin_RIS	streptomycin_RIS	teicoplanin_RIS	tigecycline_RIS	vancomycin_RIS
1352.9859	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.986	I/R	NA	NA	NA	NA	NA	NA	S
1352.9861	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9862	S	NA	NA	NA	NA	NA	NA	S
1352.9863	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9865	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9866	I/R	NA	NA	NA	NA	NA	NA	S
1352.9851	I/R	NA	NA	NA	NA	NA	NA	S
1352.9761	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.976	I/R	NA	NA	NA	NA	NA	NA	S
1352.9759	I/R	NA	NA	NA	NA	NA	NA	S
1352.966	S	NA	NA	NA	NA	NA	NA	S
1352.9661	I/R	NA	NA	NA	NA	NA	NA	S
1352.9662	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9663	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9664	I/R	NA	NA	NA	NA	NA	NA	S
1352.9665	I/R	NA	NA	NA	NA	NA	NA	S
1352.9666	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9667	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9668	I/R	NA	NA	NA	NA	NA	NA	S
1352.967	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9671	I/R	NA	NA	NA	NA	NA	NA	S
1352.9672	I/R	NA	NA	NA	NA	NA	NA	S
1352.9673	I/R	NA	NA	NA	NA	NA	NA	S
1352.9674	I/R	NA	NA	NA	NA	NA	NA	S
1352.9675	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9676	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9678	I/R	NA	NA	NA	NA	NA	NA	S
1352.9679	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.968	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9681	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9682	I/R	NA	NA	NA	NA	NA	NA	S
1352.9683	I/R	NA	NA	NA	NA	NA	NA	S
1352.9684	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9685	I/R	NA	NA	NA	NA	NA	NA	S
1352.9686	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9687	I/R	NA	NA	NA	NA	NA	NA	S
1352.9688	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9659	I/R	NA	NA	NA	NA	NA	NA	S
1352.9658	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9657	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9656	I/R	NA	NA	NA	NA	NA	NA	S
1352.9626	I/R	NA	NA	NA	NA	NA	NA	S
1352.9627	I/R	NA	NA	NA	NA	NA	NA	S
1352.9628	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9629	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.963	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9631	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9632	I/R	NA	NA	NA	NA	NA	NA	S
1352.9633	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9634	I/R	NA	NA	NA	NA	NA	NA	S
1352.9635	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9636	I/R	NA	NA	NA	NA	NA	NA	S
1352.9638	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9639	S	NA	NA	NA	NA	NA	NA	S
1352.9689	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.964	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9642	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9643	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9644	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9645	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9646	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9647	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9649	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.965	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9651	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9652	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9653	I/R	NA	NA	NA	NA	NA	NA	S
1352.9654	S	NA	NA	NA	NA	NA	NA	I/R
1352.9655	I/R	NA	NA	NA	NA	NA	NA	S
1352.9641	I/R	NA	NA	NA	NA	NA	NA	S
1352.9624	I/R	NA	NA	NA	NA	NA	NA	S
1352.969	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9692	I/R	NA	NA	NA	NA	NA	NA	S
1352.9728	I/R	NA	NA	NA	NA	NA	NA	S
1352.9729	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.973	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9731	I/R	NA	NA	NA	NA	NA	NA	S
1352.9732	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9734	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9735	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9736	I/R	NA	NA	NA	NA	NA	NA	S
1352.9737	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9739	I/R	NA	NA	NA	NA	NA	NA	S
1352.974	S	NA	NA	NA	NA	NA	NA	S
1352.9741	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9742	I/R	NA	NA	NA	NA	NA	NA	S
1352.9743	I/R	NA	NA	NA	NA	NA	NA	S
1352.9744	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9745	I/R	NA	NA	NA	NA	NA	NA	S
1352.9746	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9747	I/R	NA	NA	NA	NA	NA	NA	S
1352.9748	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.975	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9751	I/R	NA	NA	NA	NA	NA	NA	S
1352.9752	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9753	I/R	NA	NA	NA	NA	NA	NA	S
1352.9755	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9756	I/R	NA	NA	NA	NA	NA	NA	S
1352.9757	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9758	I/R	NA	NA	NA	NA	NA	NA	S
1352.9727	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9726	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9725	I/R	NA	NA	NA	NA	NA	NA	S
1352.9724	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9693	I/R	NA	NA	NA	NA	NA	NA	S
1352.9694	I/R	NA	NA	NA	NA	NA	NA	S
1352.9695	I/R	NA	NA	NA	NA	NA	NA	S
1352.9696	I/R	NA	NA	NA	NA	NA	NA	S
1352.9697	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9698	I/R	NA	NA	NA	NA	NA	NA	S
1352.9699	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.97	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9701	I/R	NA	NA	NA	NA	NA	NA	S
1352.9702	I/R	NA	NA	NA	NA	NA	NA	S
1352.9703	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9704	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9705	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9691	I/R	NA	NA	NA	NA	NA	NA	S
1352.9706	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9708	I/R	NA	NA	NA	NA	NA	NA	S
1352.9711	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9712	I/R	NA	NA	NA	NA	NA	NA	S
1352.9713	I/R	NA	NA	NA	NA	NA	NA	S
1352.9714	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9716	I/R	NA	NA	NA	NA	NA	NA	S
1352.9717	I/R	NA	NA	NA	NA	NA	NA	S
1352.9718	S	NA	NA	NA	NA	NA	NA	S
1352.9719	I/R	NA	NA	NA	NA	NA	NA	S
1352.972	I/R	NA	NA	NA	NA	NA	NA	S
1352.9721	I/R	NA	NA	NA	NA	NA	NA	S
1352.9722	I/R	NA	NA	NA	NA	NA	NA	S
1352.9723	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9707	I/R	NA	NA	NA	NA	NA	NA	S
1352.9364	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9442	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9362	I/R	NA	NA	NA	NA	NA	NA	S
1352.7857	NA	NA	NA	NA	NA	NA	NA	NA
1352.7856	NA	NA	NA	NA	NA	NA	NA	NA
1352.7855	NA	NA	NA	NA	NA	NA	NA	NA
1352.7854	NA	NA	NA	NA	NA	NA	NA	NA
1352.7853	NA	NA	NA	NA	NA	NA	NA	NA
1352.7852	NA	NA	NA	NA	NA	NA	NA	NA
1352.7851	NA	NA	NA	NA	NA	NA	NA	NA
1352.785	NA	NA	NA	NA	NA	NA	NA	NA
1352.7849	NA	NA	NA	NA	NA	NA	NA	NA
1352.7848	NA	NA	NA	NA	NA	NA	NA	NA
1352.7847	NA	NA	NA	NA	NA	NA	NA	NA
1352.7846	NA	NA	NA	NA	NA	NA	NA	NA
1352.7858	NA	NA	NA	NA	NA	NA	NA	NA
1352.7845	NA	NA	NA	NA	NA	NA	NA	NA
1352.7843	NA	NA	NA	NA	NA	NA	NA	NA
1352.4398	NA	NA	NA	NA	NA	NA	NA	NA
1352.4247	NA	NA	NA	NA	NA	NA	NA	NA
1352.4244	NA	NA	NA	NA	NA	NA	NA	NA
1352.4241	NA	NA	NA	NA	NA	NA	NA	NA
1352.424	NA	NA	NA	NA	NA	NA	NA	NA
1352.4239	NA	NA	NA	NA	NA	NA	NA	NA
1352.4238	NA	NA	NA	NA	NA	NA	NA	NA
1352.4237	NA	NA	NA	NA	NA	NA	NA	NA
1352.4236	NA	NA	NA	NA	NA	NA	NA	NA
1352.4235	NA	NA	NA	NA	NA	NA	NA	NA
1352.4234	NA	NA	NA	NA	NA	NA	NA	NA
1352.7844	NA	NA	NA	NA	NA	NA	NA	NA
1352.4233	NA	NA	NA	NA	NA	NA	NA	NA
1352.7859	NA	NA	NA	NA	NA	NA	NA	NA
1352.7861	NA	NA	NA	NA	NA	NA	NA	NA
1352.7887	NA	NA	NA	NA	NA	NA	NA	NA
1352.7886	NA	NA	NA	NA	NA	NA	NA	NA
1352.7885	NA	NA	NA	NA	NA	NA	NA	NA
1352.7884	NA	NA	NA	NA	NA	NA	NA	NA
1352.7883	NA	NA	NA	NA	NA	NA	NA	NA
1352.7882	NA	NA	NA	NA	NA	NA	NA	NA
1352.7881	NA	NA	NA	NA	NA	NA	NA	NA
1352.788	NA	NA	NA	NA	NA	NA	NA	NA
1352.7879	NA	NA	NA	NA	NA	NA	NA	NA
1352.7878	NA	NA	NA	NA	NA	NA	NA	NA
1352.7877	NA	NA	NA	NA	NA	NA	NA	NA
1352.7876	NA	NA	NA	NA	NA	NA	NA	NA
1352.786	NA	NA	NA	NA	NA	NA	NA	NA
1352.7875	NA	NA	NA	NA	NA	NA	NA	NA
1352.7873	NA	NA	NA	NA	NA	NA	NA	NA
1352.7872	NA	NA	NA	NA	NA	NA	NA	NA
1352.7871	NA	NA	NA	NA	NA	NA	NA	NA
1352.787	NA	NA	NA	NA	NA	NA	NA	NA
1352.7869	NA	NA	NA	NA	NA	NA	NA	NA
1352.7868	NA	NA	NA	NA	NA	NA	NA	NA
1352.7867	NA	NA	NA	NA	NA	NA	NA	NA
1352.7866	NA	NA	NA	NA	NA	NA	NA	NA
1352.7865	NA	NA	NA	NA	NA	NA	NA	NA
1352.7864	NA	NA	NA	NA	NA	NA	NA	NA
1352.7863	NA	NA	NA	NA	NA	NA	NA	NA
1352.7862	NA	NA	NA	NA	NA	NA	NA	NA
1352.7874	NA	NA	NA	NA	NA	NA	NA	NA
1352.4232	NA	NA	NA	NA	NA	NA	NA	NA
1352.4231	NA	NA	NA	NA	NA	NA	NA	NA
1352.423	NA	NA	NA	NA	NA	NA	NA	NA
1352.1941	I/R	S	S	I/R	S	I/R	S	I/R
1352.194	I/R	S	S	S	I/R	I/R	S	I/R
1352.1932	I/R	S	S	S	S	I/R	S	I/R
1352.1929	I/R	S	S	S	S	I/R	S	I/R
1352.1928	I/R	S	S	S	S	I/R	S	I/R
1352.1927	I/R	S	S	I/R	S	I/R	S	I/R
1352.1926	I/R	S	S	I/R	S	I/R	S	I/R
1352.1925	I/R	S	S	I/R	S	I/R	S	I/R
1352.1924	I/R	I/R	S	S	S	I/R	S	I/R
1352.1923	I/R	S	S	I/R	S	I/R	S	I/R
1352.1922	I/R	I/R	S	S	S	I/R	S	I/R
1352.1921	I/R	S	S	S	I/R	I/R	S	I/R
1352.4199	NA	NA	NA	NA	NA	NA	NA	NA
1352.192	I/R	S	S	S	I/R	S	S	S
1352.1917	I/R	S	S	S	S	I/R	S	I/R
1352.1916	I/R	S	S	S	S	I/R	S	I/R
1352.1915	I/R	S	S	S	S	I/R	S	I/R
1352.1914	I/R	S	S	S	S	I/R	S	I/R
1352.1913	I/R	S	S	S	S	I/R	S	I/R
1352.1912	I/R	S	S	S	S	I/R	S	I/R
1352.1911	I/R	I/R	S	I/R	I/R	I/R	S	I/R
1352.191	I/R	S	S	S	I/R	I/R	S	I/R
1352.1909	I/R	S	S	S	I/R	I/R	S	I/R
1352.1908	I/R	S	S	S	I/R	I/R	S	I/R
1352.1907	I/R	S	S	S	S	I/R	S	I/R
1352.1906	I/R	I/R	S	I/R	I/R	I/R	S	I/R
1352.1919	I/R	S	S	S	I/R	I/R	S	I/R
1352.42	NA	NA	NA	NA	NA	NA	NA	NA
1352.4201	NA	NA	NA	NA	NA	NA	NA	NA
1352.4202	NA	NA	NA	NA	NA	NA	NA	NA
1352.4229	NA	NA	NA	NA	NA	NA	NA	NA
1352.4228	NA	NA	NA	NA	NA	NA	NA	NA
1352.4227	NA	NA	NA	NA	NA	NA	NA	NA
1352.4226	NA	NA	NA	NA	NA	NA	NA	NA
1352.4225	NA	NA	NA	NA	NA	NA	NA	NA
1352.4224	NA	NA	NA	NA	NA	NA	NA	NA
1352.4223	NA	NA	NA	NA	NA	NA	NA	NA
1352.4222	NA	NA	NA	NA	NA	NA	NA	NA
1352.4221	NA	NA	NA	NA	NA	NA	NA	NA
1352.422	NA	NA	NA	NA	NA	NA	NA	NA
1352.4219	NA	NA	NA	NA	NA	NA	NA	NA
1352.4218	NA	NA	NA	NA	NA	NA	NA	NA
1352.4217	NA	NA	NA	NA	NA	NA	NA	NA
1352.4216	NA	NA	NA	NA	NA	NA	NA	NA
1352.4215	NA	NA	NA	NA	NA	NA	NA	NA
1352.4214	NA	NA	NA	NA	NA	NA	NA	NA
1352.4213	NA	NA	NA	NA	NA	NA	NA	NA
1352.4212	NA	NA	NA	NA	NA	NA	NA	NA
1352.4211	NA	NA	NA	NA	NA	NA	NA	NA
1352.421	NA	NA	NA	NA	NA	NA	NA	NA
1352.4209	NA	NA	NA	NA	NA	NA	NA	NA
1352.4208	NA	NA	NA	NA	NA	NA	NA	NA
1352.4207	NA	NA	NA	NA	NA	NA	NA	NA
1352.4206	NA	NA	NA	NA	NA	NA	NA	NA
1352.4205	NA	NA	NA	NA	NA	NA	NA	NA
1352.4204	NA	NA	NA	NA	NA	NA	NA	NA
1352.4203	NA	NA	NA	NA	NA	NA	NA	NA
1352.7888	NA	NA	NA	NA	NA	NA	NA	NA
1352.7889	NA	NA	NA	NA	NA	NA	NA	NA
1352.789	NA	NA	NA	NA	NA	NA	NA	NA
1352.7891	NA	NA	NA	NA	NA	NA	NA	NA
1352.9319	I/R	NA	NA	NA	NA	NA	NA	S
1352.9318	S	NA	NA	NA	NA	NA	NA	S
1352.9317	S	NA	NA	NA	NA	NA	NA	S
1352.9316	I/R	NA	NA	NA	NA	NA	NA	S
1352.9315	S	NA	NA	NA	NA	NA	NA	S
1352.9314	S	NA	NA	NA	NA	NA	NA	S
1352.9313	S	NA	NA	NA	NA	NA	NA	S
1352.9312	S	NA	NA	NA	NA	NA	NA	S
1352.931	S	NA	NA	NA	NA	NA	NA	S
1352.9309	I/R	NA	NA	NA	NA	NA	NA	S
1352.9308	I/R	NA	NA	NA	NA	NA	NA	S
1352.9307	I/R	NA	NA	NA	NA	NA	NA	S
1352.9321	I/R	NA	NA	NA	NA	NA	NA	S
1352.9306	I/R	NA	NA	NA	NA	NA	NA	S
1352.9304	I/R	NA	NA	NA	NA	NA	NA	S
1352.9303	I/R	NA	NA	NA	NA	NA	NA	S
1352.9302	I/R	NA	NA	NA	NA	NA	NA	S
1352.9301	S	NA	NA	NA	NA	NA	NA	S
1352.93	I/R	NA	NA	NA	NA	NA	NA	S
1352.9299	I/R	NA	NA	NA	NA	NA	NA	S
1352.9298	I/R	NA	NA	NA	NA	NA	NA	S
1352.9297	S	NA	NA	NA	NA	NA	NA	S
1352.9296	I/R	NA	NA	NA	NA	NA	NA	S
1352.9295	I/R	NA	NA	NA	NA	NA	NA	S
1352.9294	S	NA	NA	NA	NA	NA	NA	S
1352.9293	S	NA	NA	NA	NA	NA	NA	S
1352.9305	I/R	NA	NA	NA	NA	NA	NA	S
1352.9322	I/R	NA	NA	NA	NA	NA	NA	S
1352.9323	S	NA	NA	NA	NA	NA	NA	S
1352.9324	I/R	NA	NA	NA	NA	NA	NA	S
1352.9351	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.935	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9349	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9348	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9347	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9346	I/R	NA	NA	NA	NA	NA	NA	S
1352.9345	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9344	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9343	I/R	NA	NA	NA	NA	NA	NA	S
1352.9342	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9341	I/R	NA	NA	NA	NA	NA	NA	S
1352.934	I/R	NA	NA	NA	NA	NA	NA	S
1352.9339	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9338	I/R	NA	NA	NA	NA	NA	NA	S
1352.9337	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9336	S	NA	NA	NA	NA	NA	NA	S
1352.9335	S	NA	NA	NA	NA	NA	NA	I/R
1352.9334	S	NA	NA	NA	NA	NA	NA	I/R
1352.9333	S	NA	NA	NA	NA	NA	NA	I/R
1352.9332	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9331	S	NA	NA	NA	NA	NA	NA	S
1352.933	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.9329	I/R	NA	NA	NA	NA	NA	NA	S
1352.9328	I/R	NA	NA	NA	NA	NA	NA	S
1352.9327	I/R	NA	NA	NA	NA	NA	NA	S
1352.9326	I/R	NA	NA	NA	NA	NA	NA	S
1352.9325	I/R	NA	NA	NA	NA	NA	NA	S
1352.9292	I/R	NA	NA	NA	NA	NA	NA	S
1352.1905	I/R	S	S	S	I/R	I/R	S	I/R
1352.9291	I/R	NA	NA	NA	NA	NA	NA	S
1352.9289	I/R	NA	NA	NA	NA	NA	NA	S
1352.9257	S	NA	NA	NA	NA	NA	NA	S
1352.9256	I/R	NA	NA	NA	NA	NA	NA	S
1352.9255	S	NA	NA	NA	NA	NA	NA	S
1352.9254	S	NA	NA	NA	NA	NA	NA	S
1352.9253	S	NA	NA	NA	NA	NA	NA	S
1352.9252	S	NA	NA	NA	NA	NA	NA	S
1352.9251	S	NA	NA	NA	NA	NA	NA	S
1352.925	S	NA	NA	NA	NA	NA	NA	S
1352.9249	I/R	NA	NA	NA	NA	NA	NA	S
1352.9248	S	NA	NA	NA	NA	NA	NA	S
1352.9247	S	NA	NA	NA	NA	NA	NA	S
1352.9246	S	NA	NA	NA	NA	NA	NA	S
1352.9258	I/R	NA	NA	NA	NA	NA	NA	S
1352.9245	I/R	NA	NA	NA	NA	NA	NA	S
1352.9242	I/R	NA	NA	NA	NA	NA	NA	S
1352.9241	S	NA	NA	NA	NA	NA	NA	S
1352.924	S	NA	NA	NA	NA	NA	NA	S
1352.9239	S	NA	NA	NA	NA	NA	NA	S
1352.9238	S	NA	NA	NA	NA	NA	NA	S
1352.9237	S	NA	NA	NA	NA	NA	NA	S
1352.9236	S	NA	NA	NA	NA	NA	NA	S
1352.9235	S	NA	NA	NA	NA	NA	NA	S
1352.9234	S	NA	NA	NA	NA	NA	NA	S
1352.9233	S	NA	NA	NA	NA	NA	NA	S
1352.9232	S	NA	NA	NA	NA	NA	NA	S
1352.9231	S	NA	NA	NA	NA	NA	NA	S
1352.9244	I/R	NA	NA	NA	NA	NA	NA	S
1352.9259	S	NA	NA	NA	NA	NA	NA	S
1352.926	I/R	NA	NA	NA	NA	NA	NA	S
1352.9261	I/R	NA	NA	NA	NA	NA	NA	S
1352.9288	I/R	NA	NA	NA	NA	NA	NA	S
1352.9287	I/R	NA	NA	NA	NA	NA	NA	S
1352.9286	I/R	NA	NA	NA	NA	NA	NA	S
1352.9285	I/R	NA	NA	NA	NA	NA	NA	S
1352.9284	I/R	NA	NA	NA	NA	NA	NA	S
1352.9283	I/R	NA	NA	NA	NA	NA	NA	S
1352.9282	I/R	NA	NA	NA	NA	NA	NA	S
1352.9281	I/R	NA	NA	NA	NA	NA	NA	S
1352.928	S	NA	NA	NA	NA	NA	NA	S
1352.9279	S	NA	NA	NA	NA	NA	NA	S
1352.9278	S	NA	NA	NA	NA	NA	NA	S
1352.9277	I/R	NA	NA	NA	NA	NA	NA	S
1352.9276	I/R	NA	NA	NA	NA	NA	NA	S
1352.9275	I/R	NA	NA	NA	NA	NA	NA	S
1352.9274	S	NA	NA	NA	NA	NA	NA	S
1352.9273	S	NA	NA	NA	NA	NA	NA	S
1352.9272	S	NA	NA	NA	NA	NA	NA	S
1352.9271	S	NA	NA	NA	NA	NA	NA	S
1352.927	S	NA	NA	NA	NA	NA	NA	S
1352.9269	S	NA	NA	NA	NA	NA	NA	S
1352.9268	S	NA	NA	NA	NA	NA	NA	S
1352.9267	S	NA	NA	NA	NA	NA	NA	S
1352.9266	S	NA	NA	NA	NA	NA	NA	S
1352.9265	S	NA	NA	NA	NA	NA	NA	S
1352.9264	S	NA	NA	NA	NA	NA	NA	S
1352.9263	S	NA	NA	NA	NA	NA	NA	S
1352.9262	I/R	NA	NA	NA	NA	NA	NA	S
1352.929	S	NA	NA	NA	NA	NA	NA	S
1352.1904	I/R	S	S	S	S	I/R	S	I/R
1352.1903	I/R	S	S	S	I/R	I/R	S	I/R
1352.1902	I/R	S	S	S	I/R	I/R	S	I/R
1352.10647	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10646	S	NA	NA	NA	NA	NA	NA	S
1352.10645	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10644	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10643	I/R	NA	NA	NA	NA	NA	NA	S
1352.10642	I/R	NA	NA	NA	NA	NA	NA	S
1352.10641	I/R	NA	NA	NA	NA	NA	NA	S
1352.1064	S	NA	NA	NA	NA	NA	NA	S
1352.10639	I/R	NA	NA	NA	NA	NA	NA	S
1352.10638	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10637	S	NA	NA	NA	NA	NA	NA	S
1352.10636	S	NA	NA	NA	NA	NA	NA	S
1352.10648	S	NA	NA	NA	NA	NA	NA	S
1352.10635	S	NA	NA	NA	NA	NA	NA	S
1352.10633	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10632	I/R	NA	NA	NA	NA	NA	NA	S
1352.10631	S	NA	NA	NA	NA	NA	NA	S
1352.1063	S	NA	NA	NA	NA	NA	NA	S
1352.10629	I/R	NA	NA	NA	NA	NA	NA	S
1352.10628	I/R	NA	NA	NA	NA	NA	NA	S
1352.10627	I/R	NA	NA	NA	NA	NA	NA	S
1352.10626	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10625	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10624	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10623	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10622	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10634	S	NA	NA	NA	NA	NA	NA	S
1352.10649	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.1065	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10651	I/R	NA	NA	NA	NA	NA	NA	S
1352.1778	I/R	I/R	S	S	S	I/R	S	I/R
1352.1777	I/R	S	S	S	I/R	I/R	S	I/R
1352.1776	I/R	S	S	S	I/R	I/R	S	I/R
1352.1775	I/R	I/R	S	S	S	I/R	S	I/R
1352.1774	I/R	S	S	S	I/R	I/R	S	I/R
1352.1773	I/R	S	S	S	I/R	I/R	S	I/R
1352.1772	I/R	I/R	S	S	S	I/R	S	I/R
1352.1771	I/R	S	S	I/R	S	I/R	S	I/R
1352.177	I/R	S	S	I/R	S	I/R	S	I/R
1352.1769	I/R	I/R	S	S	S	I/R	S	I/R
1352.1768	I/R	S	S	S	I/R	I/R	S	I/R
1352.1767	I/R	S	S	S	I/R	S	S	S
1352.1766	I/R	I/R	S	S	S	I/R	S	I/R
1352.1765	I/R	S	S	S	I/R	I/R	S	I/R
1352.1764	I/R	S	S	S	I/R	I/R	S	I/R
1352.1763	I/R	I/R	S	S	S	I/R	S	I/R
1352.1762	I/R	I/R	S	S	S	I/R	S	I/R
1352.10662	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10661	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.1066	I/R	NA	NA	NA	NA	NA	NA	S
1352.10659	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10658	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10657	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10656	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10655	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10654	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10652	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10621	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.1779	I/R	I/R	S	S	S	I/R	S	I/R
1352.1062	I/R	NA	NA	NA	NA	NA	NA	S
1352.10618	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10509	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10495	I/R	NA	NA	NA	NA	NA	NA	S
1352.10494	I/R	NA	NA	NA	NA	NA	NA	S
1352.10491	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.1049	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10488	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10485	S	NA	NA	NA	NA	NA	NA	S
1352.10484	I/R	NA	NA	NA	NA	NA	NA	S
1352.10483	I/R	NA	NA	NA	NA	NA	NA	S
1352.10482	I/R	NA	NA	NA	NA	NA	NA	S
1352.10481	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.1048	S	NA	NA	NA	NA	NA	NA	S
1352.10512	S	NA	NA	NA	NA	NA	NA	S
1352.10479	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10477	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10476	S	NA	NA	NA	NA	NA	NA	S
1352.10475	I/R	NA	NA	NA	NA	NA	NA	I/R
1352.10474	S	NA	NA	NA	NA	NA	NA	S
1352.10472	S	NA	NA	NA	NA	NA	NA	S
1352.10471	I/R	NA	NA	NA	NA	NA	NA	S
1352.1047	I/R	NA	NA	NA	NA	NA	NA	S
