sample_name	amikacin	amoxicillin	amoxicillin_clavulanic_acid	ampicillin	ampicillin_sulbactam	azithromycin	aztreonam	cefalothin	cefazolin	cefepime	cefotaxime	cefotetan	cefoxitin	ceftazidime	ceftiofur	ceftriaxone	cefuroxime	chloramphenicol	ciprofloxacin	colistin	doripenem	doxycycline	ertapenem	fosfomycin	gentamicin	imipenem	levofloxacin	meropenem	minocycline	nitrofurantoin	norfloxacin	piperacillin_tazobactam	streptomycin	sulfamethoxazole	tetracycline	tigecycline	tobramycin	trimethoprim	trimethoprim_sulphamethoxazole
562.22692	S	NA	I/R	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	I/R	NA
562.22693	S	NA	S	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	I/R	NA
562.22694	S	NA	S	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	I/R	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	I/R	NA
562.22695	S	NA	I/R	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	I/R	NA
562.22696	S	NA	S	I/R	NA	NA	I/R	I/R	NA	I/R	I/R	NA	S	S	NA	NA	I/R	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22697	S	NA	S	S	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22698	S	NA	S	S	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22699	S	NA	S	S	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.227	S	NA	I/R	I/R	NA	NA	I/R	I/R	NA	I/R	I/R	NA	S	I/R	NA	NA	I/R	NA	I/R	NA	NA	NA	S	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	I/R	I/R	NA
562.22701	S	NA	S	I/R	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22702	S	NA	I/R	I/R	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22703	S	NA	S	I/R	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	I/R	NA
562.22704	S	NA	S	S	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22705	S	NA	S	S	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22706	S	NA	S	S	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	I/R	NA
562.22707	S	NA	I/R	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	I/R	NA	NA	NA	S	S	I/R	NA
562.2269	S	NA	S	S	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22668	S	NA	S	S	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22689	S	NA	I/R	I/R	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	I/R	I/R	NA
562.22687	S	NA	I/R	I/R	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.2267	S	NA	S	S	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22671	S	NA	S	I/R	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22672	S	NA	S	I/R	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	I/R	NA	NA	NA	S	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	I/R	I/R	NA
562.22673	S	NA	S	S	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22674	S	NA	S	S	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22675	S	NA	S	S	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22676	S	NA	S	I/R	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	I/R	NA
562.22677	S	NA	I/R	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	I/R	NA	I/R	NA	NA	NA	S	NA	I/R	NA	NA	S	NA	NA	NA	I/R	NA	NA	NA	S	I/R	I/R	NA
562.22678	S	NA	S	S	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	I/R	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22679	S	NA	S	S	NA	NA	S	I/R	NA	S	S	NA	I/R	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.2268	S	NA	I/R	I/R	NA	NA	I/R	I/R	NA	I/R	I/R	NA	S	I/R	NA	NA	I/R	NA	I/R	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	I/R	NA	NA	NA	S	I/R	I/R	NA
562.22681	S	NA	S	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22682	S	NA	S	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22683	S	NA	I/R	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22684	S	NA	S	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22685	S	NA	I/R	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	I/R	NA	NA	NA	S	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	I/R	I/R	NA
562.22686	S	NA	I/R	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22688	S	NA	S	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	I/R	NA
562.23715	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22455	S	NA	S	I/R	NA	NA	S	I/R	NA	S	S	NA	S	S	NA	NA	S	NA	I/R	NA	NA	NA	S	NA	I/R	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	I/R	I/R	NA
562.22453	S	NA	S	S	NA	NA	S	S	NA	S	S	NA	S	S	NA	NA	S	NA	S	NA	NA	NA	S	NA	S	NA	NA	S	NA	NA	NA	S	NA	NA	NA	S	S	S	NA
562.22942	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	I/R	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA
562.22941	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	I/R	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA
562.2294	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22939	NA	S	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA
562.22938	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22937	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22936	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22943	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	I/R	NA	NA	NA
562.22935	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22933	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	I/R	NA	I/R	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA
562.22932	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22931	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.2293	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22929	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22928	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22927	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	I/R	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22934	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22944	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22945	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22946	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22963	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	I/R	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22962	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22961	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.2296	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22959	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22958	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22957	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22956	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22955	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22954	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22953	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22952	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22951	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.2295	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22949	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22948	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22947	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22926	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22925	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22924	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22923	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	I/R	NA	NA	NA	NA	NA	I/R	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22901	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.229	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22899	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22898	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22897	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22896	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22895	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22894	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22893	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22892	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	I/R	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22891	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.2289	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA
562.22889	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22888	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22887	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	I/R	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22886	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22885	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22902	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22964	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22903	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22905	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22922	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22921	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.2292	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	I/R	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22919	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22918	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	I/R	NA	NA	NA	NA	NA	I/R	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22917	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22916	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22915	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	I/R	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA
562.22914	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA
562.22913	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22912	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22911	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.2291	NA	S	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA
562.22909	NA	I/R	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R	NA	NA	I/R	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA
562.22908	NA	I/R	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22907	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22906	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
562.22904	NA	S	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	S	NA	S	NA	NA	NA	NA	NA	S	S	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA
